Mon Feb 26 04:47:53 UTC 2018
TimeStramp,ECG,SpO2,Respiration
04:47:57,-24144.8125,-5271.4375,-24195.375
04:47:57,-24194.875,-5196.3125,-23816.25
04:47:57,-24179.5,-5073.1875,-23515.125
04:47:57,-24229.625,-4975.25,-23099.5
04:47:57,-24279.875,-4961.125,-22700.875
04:47:57,-24330.0625,-4740.375,-22319.0
04:47:57,-24249.375,-4570.9375,-21959.375
04:47:57,-24299.75,-4513.6875,-21613.375
04:47:57,-24350.25,-4394.875,-21256.375
04:47:57,-24269.8125,-4351.6875,-20925.75
04:47:57,-24320.5,-4305.875,-20663.25
04:47:57,-24371.1875,-4247.0625,-20311.875
04:47:57,-24225.5625,-4266.8125,-19995.875
04:47:57,-24211.1875,-4231.1875,-19703.125
04:47:57,-24262.4375,-4218.9375,-19434.125
04:47:57,-24182.75,-4149.9375,-19223.875
04:47:57,-24103.3125,-4217.0625,-18960.625
04:47:57,-24155.0,-4137.1875,-18668.25
04:47:57,-24075.875,-4121.375,-18428.625
04:47:57,-23997.0625,-4019.625,-18151.5
04:47:57,-23918.4375,-4024.75,-17934.875
04:47:57,-23840.125,-4072.875,-17702.0
04:47:57,-23762.0625,-4001.0,-17456.0
04:47:57,-23684.3125,-3908.3125,-17197.75
04:47:57,-23541.375,-3919.4375,-17032.75
04:47:57,-23464.3125,-3878.6875,-16770.25
04:47:57,-23387.5,-3769.8125,-16472.0
04:47:57,-23245.6875,-3689.0625,-16228.75
04:47:57,-23169.6875,-3669.25,-15974.625
04:47:57,-23028.5,-3512.5,-15623.0
04:47:57,-22953.25,-3450.75,-15324.625
04:47:57,-22812.9375,-3381.0,-15155.25
04:47:57,-22738.5,-3225.25,-14900.75
04:47:57,-22599.0625,-3348.3125,-14552.875
04:47:57,-22459.9375,-3205.4375,-14237.0
04:47:57,-22386.8125,-3128.5625,-13998.875
04:47:57,-22248.6875,-3119.4375,-13844.5
04:47:57,-22176.4375,-3118.4375,-13547.75
04:47:57,-22039.125,-3097.0625,-13407.5
04:47:57,-21967.75,-3212.5625,-13464.625
04:47:57,-21831.3125,-3245.9375,-13692.125
04:47:57,-21760.9375,-3408.8125,-14237.375
04:47:57,-21690.875,-3719.375,-15439.5
04:47:57,-21621.25,-4194.25,-17629.25
04:47:57,-21552.1875,-4954.3125,-20733.125
04:47:57,-21483.5,-5672.4375,-23861.375
04:47:57,-21415.3125,-6359.875,-26539.0
